StateName,AnimName,Duration
Climb_Boost_R_Stop,Climb_Boost_R_Stop,35.000000
Climb_Boost_ShortVault_LF,Climb_Boost_ShortVault_LF,11.000000
Climb_Boost_ShortVault_RF,Climb_Boost_ShortVault_RF,11.000000
Climb_Boost_ShortVaultToSprint_LF,Climb_Boost_ShortVaultToSprint_LF,25.000000
Climb_Boost_ShortVaultToSprint_RF,Climb_Boost_ShortVaultToSprint_RF,25.000000
Climb_Boost_U,Climb_Boost_U,16.000000
Climb_Boost_U_Start,Climb_Boost_U_Start,20.000000
Climb_Boost_U_Stop,Climb_Boost_U_Stop,35.000000
Climb_Boost_Vault,Climb_Boost_Vault,29.000000
Climb_Boost_VaultToFall,Climb_Boost_VaultToFall,16.000000
Climb_Boost_VaultTop,Climb_Boost_VaultTop,44.000000
Climb_D1_Stop,Climb_D1_Stop,80.000000
Climb_D2_Stop,Climb_D2_Stop,80.000000
Climb_D_1,Climb_D_1,40.000000
Climb_D_2,Climb_D_2,40.000000
Climb_Dash_D,Climb_Dash_D,40.000000
Climb_Dash_DL,Climb_Dash_DL,40.000000
Climb_Dash_DR,Climb_Dash_DR,40.000000
Climb_Dash_L,Climb_Dash_L,40.000000
Climb_Dash_R,Climb_Dash_R,40.000000
Climb_Dash_U,Climb_Dash_U,40.000000
Climb_Dash_UL,Climb_Dash_UL,40.000000
Climb_Dash_UR,Climb_Dash_UR,40.000000
Climb_DL1_Stop,Climb_DL1_Stop,80.000000
Climb_DL2_Stop,Climb_DL2_Stop,80.000000
Climb_DL_1,Climb_DL_1,40.000000
Climb_DL_2,Climb_DL_2,40.000000
Climb_DR1_Stop,Climb_DR1_Stop,80.000000
Climb_DR2_Stop,Climb_DR2_Stop,80.000000
Climb_DR_1,Climb_DR_1,40.000000
Climb_DR_2,Climb_DR_2,40.000000
Climb_L1_Stop,Climb_L1_Stop,80.000000
Climb_L2_Stop,Climb_L2_Stop,80.000000
Climb_L_1,Climb_L_1,40.000000
Climb_L_2,Climb_L_2,40.000000
Climb_Move,Climb_Move,30.000000
Climb_OnTop,Climb_OnTop,53.000000
Climb_R1_Stop,Climb_R1_Stop,80.000000
Climb_R2_Stop,Climb_R2_Stop,80.000000
Climb_R_1,Climb_R_1,40.000000
Climb_R_2,Climb_R_2,40.000000
Climb_Stand,Climb_Stand,80.000000
Climb_Start_Down,Climb_Start_Down,45.000000
Climb_Start_Up,Climb_Start_Up,45.000000
Climb_U1_Stop,Climb_U1_Stop,80.000000
Climb_U2_Stop,Climb_U2_Stop,80.000000
Climb_U_1,Climb_U_1,40.000000
Climb_U_2,Climb_U_2,40.000000
Climb_UL1_Stop,Climb_UL1_Stop,80.000000
Climb_UL2_Stop,Climb_UL2_Stop,80.000000
Climb_UL_1,Climb_UL_1,40.000000
Climb_UL_2,Climb_UL_2,40.000000
Climb_UR1_Stop,Climb_UR1_Stop,80.000000
Climb_UR2_Stop,Climb_UR2_Stop,80.000000
Climb_UR_1,Climb_UR_1,40.000000
Climb_UR_2,Climb_UR_2,40.000000
Climb_Vault,Climb_Vault,48.000000
Death,Death,75.000000
Death_InWater,Death_InWater,95.000000
Drag_End,Drag_End,130.000000
Drag_Loop_D,Drag_Loop_D,60.000000
Drag_Loop_F,Drag_Loop_F,60.000000
Drag_Loop_U,Drag_Loop_U,60.000000
Drag_Start_D,Drag_Start_D,50.000000
Drag_Start_F,Drag_Start_F,110.000000
Drag_Start_U,Drag_Start_U,50.000000
Fall_LeanPose_0,Fall_LeanPose_0,1.000000
Fall_Loop,Fall_Loop,80.000000
Fall_Loop_Fast,Fall_Loop_Fast,80.000000
FixHook_End,FixHook_End,40.000000
FixHook_End_Fast,FixHook_End_Fast,40.000000
FixHook_Loop_D,FixHook_Loop_D,200.000000
FixHook_Loop_F,FixHook_Loop_F,200.000000
FixHook_Loop_L,FixHook_Loop_L,200.000000
FixHook_Loop_R,FixHook_Loop_R,200.000000
FixHook_Loop_U,FixHook_Loop_U,200.000000
FixHook_Start01_D,FixHook_Start01_D,15.000000
FixHook_Start01_F,FixHook_Start01_F,15.000000
FixHook_Start01_U,FixHook_Start01_U,15.000000
FixHook_Start02_D,FixHook_Start02_D,45.000000
FixHook_Start02_F,FixHook_Start02_F,45.000000
FixHook_Start02_U,FixHook_Start02_U,45.000000
Fly_BasePose,Fly_BasePose,1.000000
Hook_Up,Hook_Up,40.000000
Jump_Loop,Jump_Loop,40.000000
Jump_Run_LF,Jump_Run_LF,21.000000
Jump_Run_RF,Jump_Run_RF,21.000000
Jump_Second_B,Jump_Second_B,30.000000
Jump_Second_F,Jump_Second_F,30.000000
Jump_Walk_LF,Jump_Walk_LF,21.000000
Jump_Walk_RF,Jump_Walk_RF,21.000000
Land_Heavy,Land_Heavy,50.000000
Land_Light,Land_Light,31.000000
Land_Roll,Land_Roll,55.000000
Land_Roll_Attack01_2,Land_Roll_Attack01_2,42.000000
Landslide_B,Landslide_B,100.000000
Landslide_F,Landslide_F,100.000000
Landslide_Sprint_Loop,Landslide_Sprint_Loop,50.000000
Landslide_Sprint_Pose_F,Landslide_Sprint_Pose_F,1.000000
Landslide_Sprint_Start,Landslide_Sprint_Start,24.000000
Manipulate_Absorb_End,Manipulate_Absorb_End,28.000000
Manipulate_Absorb_Loop,Manipulate_Absorb_Loop,80.000000
Manipulate_Absorb_Start,Manipulate_Absorb_Start,35.000000
Manipulate_Hold,Manipulate_Hold,1.000000
Manipulate_Release_F,Manipulate_Release_F,60.000000
Manipulate_Release_F_02,Manipulate_Release_F_02,60.000000
Move_B,Move_B,40.000000
Move_F,Move_F,40.000000
Move_Limit_B,Move_Limit_B,60.000000
Move_Limit_F,Move_Limit_F,60.000000
Pose,Pose,1.000000
Rib_AirAttack_End,Rib_AirAttack_End,190.000000
Rib_AirAttack_HackDown_Loop,Rib_AirAttack_HackDown_Loop,30.000000
Rib_AirAttack_HackDown_Sp_End,Rib_AirAttack_HackDown_Sp_End,200.000000
Rib_AirAttack_HackDown_Start,Rib_AirAttack_HackDown_Start,28.000000
Rib_AirAttack_Loop,Rib_AirAttack_Loop,20.000000
Rib_AirAttack_Start,Rib_AirAttack_Start,21.000000
Rib_Attack01,Rib_Attack01,293.000000
Rib_Attack02,Rib_Attack02,320.000000
Rib_Attack03,Rib_Attack03,309.000000
Rib_Attack04,Rib_Attack04,217.000000
Rib_Attack_HeavyHack,Rib_Attack_HeavyHack,183.000000
Rib_Attack_Pull,Rib_Attack_Pull,230.000000
Rib_Attack_SpeedDrive,Rib_Attack_SpeedDrive,183.000000
Rib_Attack_SpSkill,Rib_Attack_SpSkill,179.000000
Rib_Behit_B_L,Rib_Behit_B_L,61.000000
Rib_Behit_B_R,Rib_Behit_B_R,58.000000
Rib_Behit_Fly_Fall,Rib_Behit_Fly_Fall,30.000000
Rib_Behit_Fly_Loop,Rib_Behit_Fly_Loop,40.000000
Rib_Behit_Fly_Start,Rib_Behit_Fly_Start,30.000000
Rib_Behit_Hover,Rib_Behit_Hover,30.000000
Rib_Behit_Push_Fall,Rib_Behit_Push_Fall,32.000000
Rib_Behit_Push_Loop,Rib_Behit_Push_Loop,40.000000
Rib_Behit_Push_Start,Rib_Behit_Push_Start,30.000000
Rib_Behit_S_L,Rib_Behit_S_L,60.000000
Rib_Behit_S_R,Rib_Behit_S_R,54.000000
Rib_Burst01,Rib_Burst01,230.000000
Rib_Burst_Stand,Rib_Burst_Stand,80.000000
Rib_Burst_StandChange,Rib_Burst_StandChange,100.000000
Rib_Captured,Rib_Captured,46.000000
Rib_Climb_Boost_L,Rib_Climb_Boost_L,16.000000
Rib_Climb_Boost_L_Start,Rib_Climb_Boost_L_Start,21.000000
Rib_Climb_Boost_L_Stop,Rib_Climb_Boost_L_Stop,35.000000
Rib_Climb_Boost_OnTop_LF,Rib_Climb_Boost_OnTop_LF,16.000000
Rib_Climb_Boost_OnTop_RF,Rib_Climb_Boost_OnTop_RF,16.000000
Rib_Climb_Boost_OnTopToSprint_LF,Rib_Climb_Boost_OnTopToSprint_LF,27.000000
Rib_Climb_Boost_OnTopToSprint_RF,Rib_Climb_Boost_OnTopToSprint_RF,27.000000
Rib_Climb_Boost_R,Rib_Climb_Boost_R,16.000000
Rib_Climb_Boost_R_Start,Rib_Climb_Boost_R_Start,15.000000
Rib_Climb_Boost_R_Stop,Rib_Climb_Boost_R_Stop,35.000000
Rib_Climb_Boost_ShortVault_LF,Rib_Climb_Boost_ShortVault_LF,11.000000
Rib_Climb_Boost_ShortVault_RF,Rib_Climb_Boost_ShortVault_RF,11.000000
Rib_Climb_Boost_ShortVaultToSprint_LF,Rib_Climb_Boost_ShortVaultToSprint_LF,25.000000
Rib_Climb_Boost_ShortVaultToSprint_RF,Rib_Climb_Boost_ShortVaultToSprint_RF,25.000000
Rib_Climb_Boost_U,Rib_Climb_Boost_U,16.000000
Rib_Climb_Boost_U_Start,Rib_Climb_Boost_U_Start,20.000000
Rib_Climb_Boost_U_Stop,Rib_Climb_Boost_U_Stop,35.000000
Rib_Climb_Boost_Vault,Rib_Climb_Boost_Vault,29.000000
Rib_Climb_Boost_VaultToFall,Rib_Climb_Boost_VaultToFall,16.000000
Rib_Climb_Boost_VaultTop,Rib_Climb_Boost_VaultTop,44.000000
Rib_Climb_D1_Stop,Rib_Climb_D1_Stop,80.000000
Rib_Climb_D2_Stop,Rib_Climb_D2_Stop,80.000000
Rib_Climb_D_1,Rib_Climb_D_1,40.000000
Rib_Climb_D_2,Rib_Climb_D_2,40.000000
Rib_Climb_Dash_D,Rib_Climb_Dash_D,40.000000
Rib_Climb_Dash_DL,Rib_Climb_Dash_DL,40.000000
Rib_Climb_Dash_DR,Rib_Climb_Dash_DR,40.000000
Rib_Climb_Dash_L,Rib_Climb_Dash_L,40.000000
Rib_Climb_Dash_R,Rib_Climb_Dash_R,40.000000
Rib_Climb_Dash_U,Rib_Climb_Dash_U,40.000000
Rib_Climb_Dash_UL,Rib_Climb_Dash_UL,40.000000
Rib_Climb_Dash_UR,Rib_Climb_Dash_UR,40.000000
Rib_Climb_DL1_Stop,Rib_Climb_DL1_Stop,80.000000
Rib_Climb_DL2_Stop,Rib_Climb_DL2_Stop,80.000000
Rib_Climb_DL_1,Rib_Climb_DL_1,40.000000
Rib_Climb_DL_2,Rib_Climb_DL_2,40.000000
Rib_Climb_DR1_Stop,Rib_Climb_DR1_Stop,80.000000
Rib_Climb_DR2_Stop,Rib_Climb_DR2_Stop,80.000000
Rib_Climb_DR_1,Rib_Climb_DR_1,40.000000
Rib_Climb_DR_2,Rib_Climb_DR_2,40.000000
Rib_Climb_L1_Stop,Rib_Climb_L1_Stop,80.000000
Rib_Climb_L2_Stop,Rib_Climb_L2_Stop,80.000000
Rib_Climb_L_1,Rib_Climb_L_1,40.000000
Rib_Climb_L_2,Rib_Climb_L_2,40.000000
Rib_Climb_Move,Rib_Climb_Move,30.000000
Rib_Climb_OnTop,Rib_Climb_OnTop,53.000000
Rib_Climb_R1_Stop,Rib_Climb_R1_Stop,80.000000
Rib_Climb_R2_Stop,Rib_Climb_R2_Stop,80.000000
Rib_Climb_R_1,Rib_Climb_R_1,40.000000
Rib_Climb_R_2,Rib_Climb_R_2,40.000000
Rib_Climb_Stand,Rib_Climb_Stand,80.000000
Rib_Climb_Start_Down,Rib_Climb_Start_Down,45.000000
Rib_Climb_Start_Up,Rib_Climb_Start_Up,45.000000
Rib_Climb_U1_Stop,Rib_Climb_U1_Stop,80.000000
Rib_Climb_U2_Stop,Rib_Climb_U2_Stop,80.000000
Rib_Climb_U_1,Rib_Climb_U_1,40.000000
Rib_Climb_U_2,Rib_Climb_U_2,40.000000
Rib_Climb_UL1_Stop,Rib_Climb_UL1_Stop,80.000000
Rib_Climb_UL2_Stop,Rib_Climb_UL2_Stop,80.000000
Rib_Climb_UL_1,Rib_Climb_UL_1,40.000000
Rib_Climb_UL_2,Rib_Climb_UL_2,40.000000
Rib_Climb_UR1_Stop,Rib_Climb_UR1_Stop,80.000000
Rib_Climb_UR2_Stop,Rib_Climb_UR2_Stop,80.000000
Rib_Climb_UR_1,Rib_Climb_UR_1,40.000000
Rib_Climb_UR_2,Rib_Climb_UR_2,40.000000
Rib_Climb_Vault,Rib_Climb_Vault,48.000000
Rib_Death,Rib_Death,75.000000
Rib_Death_InWater,Rib_Death_InWater,95.000000
Rib_Drag_End,Rib_Drag_End,130.000000
Rib_Drag_Loop_D,Rib_Drag_Loop_D,60.000000
Rib_Drag_Loop_F,Rib_Drag_Loop_F,60.000000
Rib_Drag_Loop_U,Rib_Drag_Loop_U,60.000000
Rib_Drag_Start_D,Rib_Drag_Start_D,50.000000
Rib_Drag_Start_F,Rib_Drag_Start_F,50.000000
Rib_Drag_Start_U,Rib_Drag_Start_U,50.000000
Rib_Fall_LeanPose_0,Rib_Fall_LeanPose_0,1.000000
Rib_Fall_Loop,Rib_Fall_Loop,80.000000
Rib_Fall_Loop_Fast,Rib_Fall_Loop_Fast,80.000000
Rib_FixHook_End,Rib_FixHook_End,40.000000
Rib_FixHook_End_Fast,Rib_FixHook_End_Fast,40.000000
Rib_FixHook_Loop_D,Rib_FixHook_Loop_D,200.000000
Rib_FixHook_Loop_F,Rib_FixHook_Loop_F,200.000000
Rib_FixHook_Loop_L,Rib_FixHook_Loop_L,200.000000
Rib_FixHook_Loop_R,Rib_FixHook_Loop_R,200.000000
Rib_FixHook_Loop_U,Rib_FixHook_Loop_U,200.000000
Rib_FixHook_Start01_D,Rib_FixHook_Start01_D,15.000000
Rib_FixHook_Start01_F,Rib_FixHook_Start01_F,15.000000
Rib_FixHook_Start01_U,Rib_FixHook_Start01_U,15.000000
Rib_FixHook_Start02_D,Rib_FixHook_Start02_D,45.000000
Rib_FixHook_Start02_F,Rib_FixHook_Start02_F,45.000000
Rib_FixHook_Start02_U,Rib_FixHook_Start02_U,45.000000
Rib_Fly_Pose_B,Rib_Fly_Pose_B,160.000000
Rib_Fly_Pose_F,Rib_Fly_Pose_F,160.000000
Rib_Fly_Pose_L,Rib_Fly_Pose_L,160.000000
Rib_Fly_Pose_R,Rib_Fly_Pose_R,160.000000
Rib_Fly_Stand,Rib_Fly_Stand,160.000000
Rib_Fly_Start,Rib_Fly_Start,104.000000
Rib_Hook_Up,Rib_Hook_Up,40.000000
Rib_Jump_Loop,Rib_Jump_Loop,40.000000
Rib_Jump_Run_LF,Rib_Jump_Run_LF,21.000000
Rib_Jump_Run_RF,Rib_Jump_Run_RF,21.000000
Rib_Jump_Second_B,Rib_Jump_Second_B,30.000000
Rib_Jump_Second_F,Rib_Jump_Second_F,30.000000
Rib_Jump_Walk_LF,Rib_Jump_Walk_LF,21.000000
Rib_Jump_Walk_RF,Rib_Jump_Walk_RF,21.000000
Rib_Land_Heavy,Rib_Land_Heavy,50.000000
Rib_Land_Light,Rib_Land_Light,31.000000
Rib_Land_Roll,Rib_Land_Roll,55.000000
Rib_Landslide_B,Rib_Landslide_B,100.000000
Rib_Landslide_B_ToSprint,Rib_Landslide_B_ToSprint,16.000000
Rib_Landslide_F,Rib_Landslide_F,100.000000
Rib_Landslide_Sprint_Loop,Rib_Landslide_Sprint_Loop,50.000000
Rib_Landslide_Sprint_Pose_F,Rib_Landslide_Sprint_Pose_F,1.000000
Rib_Landslide_Sprint_Start,Rib_Landslide_Sprint_Start,24.000000
Rib_LeanPose_0,Rib_LeanPose_0,1.000000
Rib_LeanPose_B,Rib_LeanPose_B,1.000000
Rib_LeanPose_F,Rib_LeanPose_F,1.000000
Rib_LeanPose_L,Rib_LeanPose_L,1.000000
Rib_LeanPose_R,Rib_LeanPose_R,1.000000
Rib_LocoDetail_Accel_B,Rib_LocoDetail_Accel_B,30.000000
Rib_LocoDetail_Accel_F,Rib_LocoDetail_Accel_F,30.000000
Rib_LocoDetail_Accel_L,Rib_LocoDetail_Accel_L,30.000000
Rib_LocoDetail_Accel_R,Rib_LocoDetail_Accel_R,30.000000
Rib_Manipulate_Absorb_End,Rib_Manipulate_Absorb_End,28.000000
Rib_Manipulate_Absorb_Loop,Rib_Manipulate_Absorb_Loop,80.000000
Rib_Manipulate_Absorb_Start,Rib_Manipulate_Absorb_Start,35.000000
Rib_Manipulate_Hold,Rib_Manipulate_Hold,1.000000
Rib_Manipulate_Release_F,Rib_Manipulate_Release_F,60.000000
Rib_Manipulate_Release_F_02,Rib_Manipulate_Release_F_02,60.000000
Rib_Move_B,Rib_Move_B,40.000000
Rib_Move_F,Rib_Move_F,40.000000
Rib_Move_Limit_B,Rib_Move_Limit_B,60.000000
Rib_Move_Limit_F,Rib_Move_Limit_F,60.000000
Rib_Run_B,Rib_Run_B,22.000000
Rib_Run_F,Rib_Run_F,22.000000
Rib_Run_LB,Rib_Run_LB,22.000000
Rib_Run_LF,Rib_Run_LF,22.000000
Rib_Run_Pose_F,Rib_Run_Pose_F,1.000000
Rib_Run_Pose_L,Rib_Run_Pose_L,1.000000
Rib_Run_Pose_R,Rib_Run_Pose_R,1.000000
Rib_Run_RB,Rib_Run_RB,22.000000
Rib_Run_RF,Rib_Run_RF,22.000000
Rib_Run_Turnback,Rib_Run_Turnback,50.000000
Rib_Sit_L_End,Rib_Sit_L_End,74.000000
Rib_Sit_L_Start,Rib_Sit_L_Start,74.000000
Rib_Sit_M_End,Rib_Sit_M_End,50.000000
Rib_Sit_M_Start,Rib_Sit_M_Start,47.000000
Rib_Sit_R_End,Rib_Sit_R_End,76.000000
Rib_Sit_R_Start,Rib_Sit_R_Start,55.000000
Rib_Sit_Stand,Rib_Sit_Stand,358.000000
Rib_Skill_Hack,Rib_Skill_Hack,116.000000
Rib_Skill_Rise,Rib_Skill_Rise,92.000000
Rib_Skill_Rise_Zero,Rib_Skill_Rise_Zero,37.000000
Rib_Skill_Strike,Rib_Skill_Strike,62.000000
Rib_SkillQte,Rib_SkillQte,288.000000
Rib_SpAttack01,Rib_SpAttack01,207.000000
Rib_SpAttack02,Rib_SpAttack02,177.000000
Rib_SpAttack03,Rib_SpAttack03,161.000000
Rib_SpAttackOmni,Rib_SpAttackOmni,195.000000
Rib_Sprint_F,Rib_Sprint_F,16.000000
Rib_Sprint_Impulse_F,Rib_Sprint_Impulse_F,16.000000
Rib_SpWalk_Dash,Rib_SpWalk_Dash,85.000000
Rib_SpWalk_Dash_Root,Rib_SpWalk_Dash_Root,85.000000
Rib_SpWalk_F,Rib_SpWalk_F,56.000000
Rib_SpWalk_Start,Rib_SpWalk_Start,52.000000
Rib_SpWalk_Stop_L,Rib_SpWalk_Stop_L,143.000000
Rib_SpWalk_Stop_R,Rib_SpWalk_Stop_R,90.000000
Rib_Stand1,Rib_Stand1,80.000000
Rib_Stand1_Action01,Rib_Stand1_Action01,688.000000
Rib_Stand1_Action02,Rib_Stand1_Action02,675.000000
Rib_Stand1_Action03,Rib_Stand1_Action03,665.000000
Rib_Stand1_Turn_L90D,Rib_Stand1_Turn_L90D,45.000000
Rib_Stand1_Turn_R90D,Rib_Stand1_Turn_R90D,45.000000
Rib_Stand2,Rib_Stand2,80.000000
Rib_Stand_Control,Rib_Stand_Control,59.000000
Rib_StandChange,Rib_StandChange,476.000000
Rib_StandUp,Rib_StandUp,40.000000
Rib_Stop_Run_L,Rib_Stop_Run_L,40.000000
Rib_Stop_Run_R,Rib_Stop_Run_R,40.000000
Rib_Stop_Sprint_L,Rib_Stop_Sprint_L,44.000000
Rib_Stop_Sprint_R,Rib_Stop_Sprint_R,44.000000
Rib_Stop_Walk_L,Rib_Stop_Walk_L,45.000000
Rib_Stop_Walk_R,Rib_Stop_Walk_R,45.000000
Rib_Summon,Rib_Summon,55.000000
Rib_Super_Sprint_End,Rib_Super_Sprint_End,17.000000
Rib_Super_Sprint_Start,Rib_Super_Sprint_Start,13.000000
Rib_Super_Sprint_Start_F,Rib_Super_Sprint_Start_F,18.000000
Rib_Swim_Fall,Rib_Swim_Fall,48.000000
Rib_Swim_Loop_F,Rib_Swim_Loop_F,30.000000
Rib_Swim_Loop_L,Rib_Swim_Loop_L,30.000000
Rib_Swim_Loop_R,Rib_Swim_Loop_R,30.000000
Rib_Swim_Stand,Rib_Swim_Stand,50.000000
Rib_SwimUp_Loop_F,Rib_SwimUp_Loop_F,24.000000
Rib_SwimUp_Loop_L,Rib_SwimUp_Loop_L,24.000000
Rib_SwimUp_Loop_R,Rib_SwimUp_Loop_R,24.000000
Rib_Ui_Chip_End,Rib_Ui_Chip_End,100.000000
Rib_Ui_Chip_Loop,Rib_Ui_Chip_Loop,180.000000
Rib_Ui_Chip_Start,Rib_Ui_Chip_Start,40.000000
Rib_Ui_Nature_End,Rib_Ui_Nature_End,140.000000
Rib_Ui_Nature_Loop,Rib_Ui_Nature_Loop,420.000000
Rib_Ui_Nature_Start,Rib_Ui_Nature_Start,225.000000
Rib_Ui_Resonant_End,Rib_Ui_Resonant_End,85.000000
Rib_Ui_Resonant_Loop,Rib_Ui_Resonant_Loop,425.000000
Rib_Ui_Resonant_Start,Rib_Ui_Resonant_Start,80.000000
Rib_Ui_Weapon_End,Rib_Ui_Weapon_End,112.000000
Rib_Ui_Weapon_Loop,Rib_Ui_Weapon_Loop,440.000000
Rib_Ui_Weapon_Start,Rib_Ui_Weapon_Start,81.000000
Rib_Walk_B,Rib_Walk_B,38.000000
Rib_Walk_F,Rib_Walk_F,38.000000
Rib_Walk_LB,Rib_Walk_LB,38.000000
Rib_Walk_LF,Rib_Walk_LF,38.000000
Rib_Walk_Pose_F,Rib_Walk_Pose_F,1.000000
Rib_Walk_Pose_L,Rib_Walk_Pose_L,1.000000
Rib_Walk_Pose_R,Rib_Walk_Pose_R,1.000000
Rib_Walk_RB,Rib_Walk_RB,38.000000
Rib_Walk_RF,Rib_Walk_RF,38.000000
Rib_XA_Loop_D,Rib_XA_Loop_D,160.000000
Rib_XA_Loop_L,Rib_XA_Loop_L,160.000000
Rib_XA_Loop_R,Rib_XA_Loop_R,160.000000
Rib_XA_Loop_RL_Mid,Rib_XA_Loop_RL_Mid,160.000000
Rib_XA_Loop_Stand,Rib_XA_Loop_Stand,160.000000
Rib_XA_Loop_U,Rib_XA_Loop_U,160.000000
Rib_XA_Shake_Loop,Rib_XA_Shake_Loop,120.000000
Rib_XA_Start,Rib_XA_Start,36.000000
Run_B,Run_B,22.000000
Run_BasePose,Run_BasePose,1.000000
Run_F,Run_F,22.000000
Run_LB,Run_LB,22.000000
Run_LF,Run_LF,22.000000
Run_Pose_F,Run_Pose_F,1.000000
Run_Pose_L,Run_Pose_L,1.000000
Run_Pose_R,Run_Pose_R,1.000000
Run_RB,Run_RB,22.000000
Run_RF,Run_RF,22.000000
Run_Turnback,Run_Turnback,50.000000
Sit_L_End,Sit_L_End,74.000000
Sit_L_Start,Sit_L_Start,74.000000
Sit_M_End,Sit_M_End,50.000000
Sit_M_Start,Sit_M_Start,47.000000
Sit_R_End,Sit_R_End,76.000000
Sit_R_Start,Sit_R_Start,55.000000
Sit_Stand,Sit_Stand,358.000000
Skill_Hack,Skill_Hack,116.000000
Skill_Rise,Skill_Rise,90.000000
Skill_Rise_Zero,Skill_Rise_Zero,37.000000
Skill_Strike,Skill_Strike,62.000000
SkillQTE,SkillQTE,288.000000
SpAttack01,SpAttack01,207.000000
SpAttack02,SpAttack02,177.000000
SpAttack03,SpAttack03,161.000000
SpAttackOmni,SpAttackOmni,195.000000
Sprint_F,Sprint_F,16.000000
Sprint_Impulse_F,Sprint_Impulse_F,16.000000
SpWalk_Dash,SpWalk_Dash,85.000000
SpWalk_Dash_Root,SpWalk_Dash_Root,85.000000
SpWalk_F,SpWalk_F,56.000000
SpWalk_Stand,SpWalk_Stand,80.000000
SpWalk_Stop_L,SpWalk_Stop_L,143.000000
SpWalk_Stop_R,SpWalk_Stop_R,90.000000
Stand1,Stand1,80.000000
Stand1_Action01,Stand1_Action01,688.000000
Stand1_Action02,Stand1_Action02,675.000000
Stand1_Action03,Stand1_Action03,665.000000
Stand1_Turn_L90D,Stand1_Turn_L90D,45.000000
Stand1_Turn_R90D,Stand1_Turn_R90D,45.000000
Stand2,Stand2,80.000000
Stand_Control,Stand_Control,59.000000
StandChange,StandChange,476.000000
StandUp,StandUp,40.000000
Stop_Run_L,Stop_Run_L,40.000000
Stop_Run_R,Stop_Run_R,40.000000
Stop_Sprint_L,Stop_Sprint_L,44.000000
Stop_Sprint_R,Stop_Sprint_R,44.000000
Stop_Walk_L,Stop_Walk_L,45.000000
Stop_Walk_R,Stop_Walk_R,45.000000
Summon,Summon,55.000000
Super_Sprint_End,Super_Sprint_End,17.000000
Super_Sprint_Start,Super_Sprint_Start,13.000000
Super_Sprint_Start_F,Super_Sprint_Start_F,18.000000
Swim_Fall,Swim_Fall,48.000000
Swim_Loop_F,Swim_Loop_F,30.000000
Swim_Loop_L,Swim_Loop_L,30.000000
Swim_Loop_R,Swim_Loop_R,30.000000
Swim_Stand,Swim_Stand,50.000000
SwimUp_Loop_F,SwimUp_Loop_F,24.000000
SwimUp_Loop_L,SwimUp_Loop_L,24.000000
SwimUp_Loop_R,SwimUp_Loop_R,24.000000
Walk_B,Walk_B,38.000000
Walk_F,Walk_F,38.000000
Walk_LB,Walk_LB,38.000000
Walk_LF,Walk_LF,38.000000
Walk_Pose_F,Walk_Pose_F,1.000000
Walk_Pose_L,Walk_Pose_L,1.000000
Walk_Pose_R,Walk_Pose_R,1.000000
Walk_RB,Walk_RB,38.000000
Walk_RF,Walk_RF,38.000000
XA_Loop_D,XA_Loop_D,160.000000
XA_Loop_L,XA_Loop_L,160.000000
XA_Loop_R,XA_Loop_R,160.000000
XA_Loop_RL_Mid,XA_Loop_RL_Mid,160.000000
