StateName,AnimName,Duration
Climb_Boost_U,Climb_Boost_U,16
Climb_Boost_U_Start,Climb_Boost_U_Start,20
Climb_Boost_U_Stop,Climb_Boost_U_Stop,35
Climb_Boost_Vault,Climb_Boost_Vault,29
Climb_Boost_VaultToFall,Climb_Boost_VaultToFall,16
Climb_Boost_VaultTop,Climb_Boost_VaultTop,44
Climb_D1_Stop,Climb_D1_Stop,80
Climb_D2_Stop,Climb_D2_Stop,80
Climb_D_1,Climb_D_1,40
Climb_D_2,Climb_D_2,40
Climb_Dash_D,Climb_Dash_D,40
Climb_Dash_DL,Climb_Dash_DL,40
Climb_Dash_DR,Climb_Dash_DR,40
Climb_Dash_L,Climb_Dash_L,40
Climb_Dash_R,Climb_Dash_R,40
Climb_Dash_U,Climb_Dash_U,40
Climb_Dash_UL,Climb_Dash_UL,40
Climb_Dash_UR,Climb_Dash_UR,40
Climb_DL1_Stop,Climb_DL1_Stop,80
Climb_DL2_Stop,Climb_DL2_Stop,80
Climb_DL_1,Climb_DL_1,40
Climb_DL_2,Climb_DL_2,40
Climb_DR1_Stop,Climb_DR1_Stop,80
Climb_DR2_Stop,Climb_DR2_Stop,80
Climb_DR_1,Climb_DR_1,40
Climb_DR_2,Climb_DR_2,40
Climb_L1_Stop,Climb_L1_Stop,80
Climb_L2_Stop,Climb_L2_Stop,80
Climb_L_1,Climb_L_1,40
Climb_L_2,Climb_L_2,40
Climb_Move,Climb_Move,30
Climb_OnTop,Climb_OnTop,53
Climb_R1_Stop,Climb_R1_Stop,80
Climb_R2_Stop,Climb_R2_Stop,80
Climb_R_1,Climb_R_1,40
Climb_R_2,Climb_R_2,40
Climb_Stand,Climb_Stand,80
Climb_Start_Down,Climb_Start_Down,45
Climb_Start_Up,Climb_Start_Up,45
Climb_U1_Stop,Climb_U1_Stop,80
Climb_U2_Stop,Climb_U2_Stop,80
Climb_U_1,Climb_U_1,40
Climb_U_2,Climb_U_2,40
Climb_UL1_Stop,Climb_UL1_Stop,80
Climb_UL2_Stop,Climb_UL2_Stop,80
Climb_UL_1,Climb_UL_1,40
Climb_UL_2,Climb_UL_2,40
Climb_UR1_Stop,Climb_UR1_Stop,80
Climb_UR2_Stop,Climb_UR2_Stop,80
Climb_UR_1,Climb_UR_1,40
Climb_UR_2,Climb_UR_2,40
Climb_Vault,Climb_Vault,48
Death,Death,75
Fall_LeanPose_0,Fall_LeanPose_0,1
Fall_Loop,Fall_Loop,80
Fall_Loop_Fast,Fall_Loop_Fast,80
Fly_BasePose,Fly_BasePose,1
Hook_Up,Hook_Up,40
Jump_Loop,Jump_Loop,40
Jump_Run_LF,Jump_Run_LF,21
Jump_Run_RF,Jump_Run_RF,21
Jump_Second_B,Jump_Second_B,30
Jump_Second_F,Jump_Second_F,30
Jump_Walk_LF,Jump_Walk_LF,21
Jump_Walk_RF,Jump_Walk_RF,21
Move_B,Move_B,40
Move_F,Move_F,40
Move_Limit_B,Move_Limit_B,60
Move_Limit_F,Move_Limit_F,60
Pose,Pose,1
Rib_AirAttack_End,Rib_AirAttack_End,190
Rib_AirAttack_HackDown_Loop,Rib_AirAttack_HackDown_Loop,30
Rib_AirAttack_HackDown_Sp_End,Rib_AirAttack_HackDown_Sp_End,200
Rib_AirAttack_HackDown_Start,Rib_AirAttack_HackDown_Start,28
Rib_AirAttack_Loop,Rib_AirAttack_Loop,20
Rib_AirAttack_Start,Rib_AirAttack_Start,21
Rib_Attack01,Rib_Attack01,293
Rib_Attack02,Rib_Attack02,320
Rib_Attack03,Rib_Attack03,309
Rib_Attack04,Rib_Attack04,217
Rib_Attack_HeavyHack,Rib_Attack_HeavyHack,183
Rib_Attack_Pull,Rib_Attack_Pull,230
Rib_Attack_SpeedDrive,Rib_Attack_SpeedDrive,183
Rib_Attack_SpSkill,Rib_Attack_SpSkill,179
Rib_Behit_B_L,Rib_Behit_B_L,61
Rib_Behit_Fly_Fall,Rib_Behit_Fly_Fall,30
Rib_Behit_Fly_Loop,Rib_Behit_Fly_Loop,40
Rib_Behit_Fly_Start,Rib_Behit_Fly_Start,30
Rib_Behit_Hover,Rib_Behit_Hover,30
Rib_Behit_Push_Fall,Rib_Behit_Push_Fall,32
Rib_Behit_Push_Loop,Rib_Behit_Push_Loop,40
Rib_Behit_Push_Start,Rib_Behit_Push_Start,30
Rib_Behit_S_L,Rib_Behit_S_L,60
Rib_Behit_S_R,Rib_Behit_S_R,54
Rib_Burst01,Rib_Burst01,230
Rib_Burst_Stand,Rib_Burst_Stand,80
Rib_Captured,Rib_Captured,46
Rib_Climb_Boost_L,Rib_Climb_Boost_L,16
Rib_Climb_Boost_L_Start,Rib_Climb_Boost_L_Start,21
Rib_Climb_Boost_L_Stop,Rib_Climb_Boost_L_Stop,35
Rib_Climb_Boost_OnTop_LF,Rib_Climb_Boost_OnTop_LF,16
Rib_Climb_Boost_OnTop_RF,Rib_Climb_Boost_OnTop_RF,16
Rib_Climb_Boost_OnTopToSprint_LF,Rib_Climb_Boost_OnTopToSprint_LF,27
Rib_Climb_Boost_OnTopToSprint_RF,Rib_Climb_Boost_OnTopToSprint_RF,27
Rib_Climb_Boost_R,Rib_Climb_Boost_R,16
Rib_Climb_Boost_R_Start,Rib_Climb_Boost_R_Start,15
Rib_Climb_Boost_R_Stop,Rib_Climb_Boost_R_Stop,35
Rib_Climb_Boost_ShortVault_LF,Rib_Climb_Boost_ShortVault_LF,11
Rib_Climb_Boost_ShortVault_RF,Rib_Climb_Boost_ShortVault_RF,11
Rib_Climb_Boost_ShortVaultToSprint_LF,Rib_Climb_Boost_ShortVaultToSprint_LF,25
Rib_Climb_Boost_ShortVaultToSprint_RF,Rib_Climb_Boost_ShortVaultToSprint_RF,25
Rib_Climb_Boost_U,Rib_Climb_Boost_U,16
Rib_Climb_Boost_U_Start,Rib_Climb_Boost_U_Start,20
Rib_Climb_Boost_U_Stop,Rib_Climb_Boost_U_Stop,35
Rib_Climb_Boost_Vault,Rib_Climb_Boost_Vault,29
Rib_Climb_Boost_VaultToFall,Rib_Climb_Boost_VaultToFall,16
Rib_Climb_Boost_VaultTop,Rib_Climb_Boost_VaultTop,44
Rib_Climb_D1_Stop,Rib_Climb_D1_Stop,80
Rib_Climb_D2_Stop,Rib_Climb_D2_Stop,80
Rib_Climb_D_1,Rib_Climb_D_1,40
Rib_Climb_D_2,Rib_Climb_D_2,40
Rib_Climb_Dash_D,Rib_Climb_Dash_D,40
Rib_Climb_Dash_DL,Rib_Climb_Dash_DL,40
Rib_Climb_Dash_DR,Rib_Climb_Dash_DR,40
Rib_Climb_Dash_L,Rib_Climb_Dash_L,40
Rib_Climb_Dash_R,Rib_Climb_Dash_R,40
Rib_Climb_Dash_U,Rib_Climb_Dash_U,40
Rib_Climb_Dash_UL,Rib_Climb_Dash_UL,40
Rib_Climb_Dash_UR,Rib_Climb_Dash_UR,40
Rib_Climb_DL1_Stop,Rib_Climb_DL1_Stop,80
Rib_Climb_DL2_Stop,Rib_Climb_DL2_Stop,80
Rib_Climb_DL_1,Rib_Climb_DL_1,40
Rib_Climb_DL_2,Rib_Climb_DL_2,40
Rib_Climb_DR1_Stop,Rib_Climb_DR1_Stop,80
Rib_Climb_DR2_Stop,Rib_Climb_DR2_Stop,80
Rib_Climb_DR_1,Rib_Climb_DR_1,40
Rib_Climb_DR_2,Rib_Climb_DR_2,40
Rib_Climb_L1_Stop,Rib_Climb_L1_Stop,80
Rib_Climb_L2_Stop,Rib_Climb_L2_Stop,80
Rib_Climb_L_1,Rib_Climb_L_1,40
Rib_Climb_L_2,Rib_Climb_L_2,40
Rib_Climb_Move,Rib_Climb_Move,30
Rib_Climb_OnTop,Rib_Climb_OnTop,53
Rib_Climb_R1_Stop,Rib_Climb_R1_Stop,80
Rib_Climb_R2_Stop,Rib_Climb_R2_Stop,80
Rib_Climb_R_1,Rib_Climb_R_1,40
Rib_Climb_R_2,Rib_Climb_R_2,40
Rib_Climb_Stand,Rib_Climb_Stand,80
Rib_Climb_Start_Down,Rib_Climb_Start_Down,45
Rib_Climb_Start_Up,Rib_Climb_Start_Up,45
Rib_Climb_U1_Stop,Rib_Climb_U1_Stop,80
Rib_Climb_U2_Stop,Rib_Climb_U2_Stop,80
Rib_Climb_U_1,Rib_Climb_U_1,40
Rib_Climb_U_2,Rib_Climb_U_2,40
Rib_Climb_UL1_Stop,Rib_Climb_UL1_Stop,80
Rib_Climb_UL2_Stop,Rib_Climb_UL2_Stop,80
Rib_Climb_UL_1,Rib_Climb_UL_1,40
Rib_Climb_UL_2,Rib_Climb_UL_2,40
Rib_Climb_UR1_Stop,Rib_Climb_UR1_Stop,80
Rib_Climb_UR2_Stop,Rib_Climb_UR2_Stop,80
Rib_Climb_UR_1,Rib_Climb_UR_1,40
Rib_Climb_UR_2,Rib_Climb_UR_2,40
Rib_Climb_Vault,Rib_Climb_Vault,48
Rib_Death,Rib_Death,75
Rib_Fall_LeanPose_0,Rib_Fall_LeanPose_0,1
Rib_Fall_Loop,Rib_Fall_Loop,80
Rib_Fall_Loop_Fast,Rib_Fall_Loop_Fast,80
Rib_Hook_Up,Rib_Hook_Up,40
Rib_Jump_Loop,Rib_Jump_Loop,40
Rib_Jump_Run_LF,Rib_Jump_Run_LF,21
Rib_Jump_Run_RF,Rib_Jump_Run_RF,21
Rib_Jump_Second_B,Rib_Jump_Second_B,30
Rib_Jump_Second_F,Rib_Jump_Second_F,30
Rib_Jump_Walk_LF,Rib_Jump_Walk_LF,21
Rib_Jump_Walk_RF,Rib_Jump_Walk_RF,21
Rib_Move_B,Rib_Move_B,40
Rib_Move_F,Rib_Move_F,40
Rib_Move_Limit_B,Rib_Move_Limit_B,60
Rib_Move_Limit_F,Rib_Move_Limit_F,60
Rib_Run_B,Rib_Run_B,22
Rib_Run_F,Rib_Run_F,22
Rib_Run_LB,Rib_Run_LB,22
Rib_Run_LF,Rib_Run_LF,22
Rib_Run_Pose_F,Rib_Run_Pose_F,1
Rib_Run_Pose_L,Rib_Run_Pose_L,1
Rib_Run_Pose_R,Rib_Run_Pose_R,1
Rib_Run_RB,Rib_Run_RB,22
Rib_Run_RF,Rib_Run_RF,22
Rib_Run_Turnback,Rib_Run_Turnback,50
Rib_Sit_L_End,Rib_Sit_L_End,74
Rib_Sit_L_Start,Rib_Sit_L_Start,74
Rib_Sit_M_End,Rib_Sit_M_End,50
Rib_Sit_M_Start,Rib_Sit_M_Start,47
Rib_Sit_R_End,Rib_Sit_R_End,76
Rib_Sit_R_Start,Rib_Sit_R_Start,55
Rib_Sit_Stand,Rib_Sit_Stand,358
Rib_Skill_Hack,Rib_Skill_Hack,116
Rib_Skill_Rise,Rib_Skill_Rise,92
Rib_Skill_Rise_Zero,Rib_Skill_Rise_Zero,37
Rib_Skill_Strike,Rib_Skill_Strike,62
Rib_SkillQte,Rib_SkillQte,288
Rib_SpAttack01,Rib_SpAttack01,207
Rib_SpAttack02,Rib_SpAttack02,177
Rib_SpAttack03,Rib_SpAttack03,161
Rib_SpAttackOmni,Rib_SpAttackOmni,195
Rib_Sprint_F,Rib_Sprint_F,16
Rib_Sprint_Impulse_F,Rib_Sprint_Impulse_F,16
Rib_SpWalk_Dash,Rib_SpWalk_Dash,85
Rib_SpWalk_Dash_Root,Rib_SpWalk_Dash_Root,85
Rib_SpWalk_F,Rib_SpWalk_F,56
Rib_SpWalk_Stop_L,Rib_SpWalk_Stop_L,143
Rib_SpWalk_Stop_R,Rib_SpWalk_Stop_R,90
Rib_Stand1,Rib_Stand1,80
Rib_Stand1_Action01,Rib_Stand1_Action01,688
Rib_Stand1_Action02,Rib_Stand1_Action02,675
Rib_Stand1_Action03,Rib_Stand1_Action03,665
Rib_Stand1_Turn_L90D,Rib_Stand1_Turn_L90D,45
Rib_Stand1_Turn_R90D,Rib_Stand1_Turn_R90D,45
Rib_Stand2,Rib_Stand2,80
Rib_Stand_Control,Rib_Stand_Control,59
Rib_StandChange,Rib_StandChange,476
Rib_StandUp,Rib_StandUp,40
Rib_Stop_Run_L,Rib_Stop_Run_L,40
Rib_Stop_Run_R,Rib_Stop_Run_R,40
Rib_Stop_Sprint_L,Rib_Stop_Sprint_L,44
Rib_Stop_Sprint_R,Rib_Stop_Sprint_R,44
Rib_Stop_Walk_L,Rib_Stop_Walk_L,45
Rib_Stop_Walk_R,Rib_Stop_Walk_R,45
Rib_Super_Sprint_End,Rib_Super_Sprint_End,17
Rib_Super_Sprint_Start,Rib_Super_Sprint_Start,13
Rib_Super_Sprint_Start_F,Rib_Super_Sprint_Start_F,18
Rib_Walk_B,Rib_Walk_B,38
Rib_Walk_F,Rib_Walk_F,38
Rib_Walk_LB,Rib_Walk_LB,38
Rib_Walk_LF,Rib_Walk_LF,38
Rib_Walk_Pose_F,Rib_Walk_Pose_F,1
Rib_Walk_Pose_L,Rib_Walk_Pose_L,1
Rib_Walk_Pose_R,Rib_Walk_Pose_R,1
Rib_Walk_RB,Rib_Walk_RB,38
Rib_Walk_RF,Rib_Walk_RF,38
Run_B,Run_B,22
Run_BasePose,Run_BasePose,1
Run_F,Run_F,22
Run_LB,Run_LB,22
Run_LF,Run_LF,22
Run_Pose_F,Run_Pose_F,1
Run_Pose_L,Run_Pose_L,1
Run_Pose_R,Run_Pose_R,1
Run_RB,Run_RB,22
Run_RF,Run_RF,22
Run_Turnback,Run_Turnback,50
Sit_L_End,Sit_L_End,74
Sit_L_Start,Sit_L_Start,74
Sit_M_End,Sit_M_End,50
Sit_M_Start,Sit_M_Start,47
Sit_R_End,Sit_R_End,76
Sit_R_Start,Sit_R_Start,55
Sit_Stand,Sit_Stand,358
Skill_Hack,Skill_Hack,116
Skill_Rise,Skill_Rise,90
Skill_Rise_Zero,Skill_Rise_Zero,37
Skill_Strike,Skill_Strike,62
SkillQTE,SkillQTE,288
SpAttack01,SpAttack01,207
SpAttack02,SpAttack02,177
SpAttack03,SpAttack03,161
SpAttackOmni,SpAttackOmni,195
Sprint_F,Sprint_F,16
Sprint_Impulse_F,Sprint_Impulse_F,16
SpWalk_Dash,SpWalk_Dash,85
SpWalk_Dash_Root,SpWalk_Dash_Root,85
SpWalk_F,SpWalk_F,56
SpWalk_Stand,SpWalk_Stand,80
SpWalk_Stop_L,SpWalk_Stop_L,143
SpWalk_Stop_R,SpWalk_Stop_R,90
Stand1,Stand1,80
Stand1.001,Stand1.001,80
Stand1_Action01,Stand1_Action01,688
Stand1_Action01.001,Stand1_Action01.001,200
Stand1_Action02,Stand1_Action02,675
Stand1_Action03,Stand1_Action03,665
Stand1_Turn_L90D,Stand1_Turn_L90D,45
Stand1_Turn_R90D,Stand1_Turn_R90D,45
Stand2,Stand2,80
Stand_Control,Stand_Control,59
StandChange,StandChange,476
StandUp,StandUp,40
Stop_Run_L,Stop_Run_L,40
Stop_Run_R,Stop_Run_R,40
Stop_Sprint_L,Stop_Sprint_L,44
Stop_Sprint_R,Stop_Sprint_R,44
Stop_Walk_L,Stop_Walk_L,45
Stop_Walk_R,Stop_Walk_R,45
Super_Sprint_End,Super_Sprint_End,17
Super_Sprint_Start,Super_Sprint_Start,13
Super_Sprint_Start_F,Super_Sprint_Start_F,18
Walk_B,Walk_B,38
Walk_F,Walk_F,38
Walk_LB,Walk_LB,38
Walk_LF,Walk_LF,38
Walk_Pose_F,Walk_Pose_F,1
Walk_Pose_L,Walk_Pose_L,1
Walk_Pose_R,Walk_Pose_R,1
Walk_RB,Walk_RB,38
Walk_RF,Walk_RF,38
